CODIGO;NOMBRE;CAT. 2018-2;CAT. 2019-1;DEPARTAMENTO;PROVINCIA;DISTRITO;NUEVA REFERENCIA;REFERENCIA;DIRECIÓN;TS;MS;BI
1071;SACO OLIVEROS DE SAN FELIPE;4;T;LIMA;LIMA;JESUS MARIA;LIMA/LIMA/JESUS MARIA;LIMA / LIMA / PUEBLO LIBRE - JESUS MARIA;JR. PABLO FERNANDINI N° 1167, PUEBLO LIBRE / AV. SAN FELIPE N° 209, JESUS MARIA;;;
1072;ANTONIO RAIMONDI DELL' ACQUA;4;T;LIMA;LIMA;CARABAYLLO;LIMA/LIMA/CARABAYLLO;CARABAYLLO;CARABAYLLO;;;
1073;SAN FRANCISCO DE ASIS;4;T;JUNIN;SATIPO;SATIPO;JUNIN/SATIPO/SATIPO;SATIPO;SATIPO;;;
1074;SOR ANA DE LOS ANGELES MONTEAGUDO;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;JR. COLON 460;;;
1075;DIVINO CREADOR;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;BREÑA;;;
1076;JOHANES KEPLER;4;T;LIMA;LIMA;CARABAYLLO;LIMA/LIMA/CARABAYLLO;CARABAYLLO;CARABAYLLO;;;
1077;SAN PEDRO;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;;;
1078;DIVINO MAESTRO;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;ÑAÑA;;;
1080;SANTISIMA TRINIDAD;4;T;LIMA;LIMA;LURIN;LIMA/LIMA/LURIN;LURIN;LURIN;;;
1081;NUESTRA VIRGEN DEL DIVINO CORAZON;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;LINCE;;;
1082;SAGRADO CORAZON MICHELE;4;T;LIMA;LIMA;BARRANCO;LIMA/LIMA/BARRANCO;BARRANCO;BARRANCO;;;
1083;SAN RAFAEL;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;;;
1084;GEORGE BERKELEY/BERKELEY HIGH SCHOOL;4;T;LIMA;LIMA;SAN ISIDRO;LIMA/LIMA/SAN ISIDRO;SAN ISIDRO;GRAL. JUAN ELESPURU 402;;;
1085;SIR ALEXANDER FLEMING;4;T;LAMBAYEQUE;CHICLAYO;CHICLAYO;LAMBAYEQUE/CHICLAYO/CHICLAYO;CHICLAYO;CHICLAYO;;;
1087;VIRGEN DE GUADALUPE;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;;;
1088;SEBASTIAN SALAZAR BONDY;4;T;LIMA;LIMA;SAN BORJA;LIMA/LIMA/SAN BORJA;SAN BORJA;AV. LAS ARTES 1269;x;;
1089;TOMAS EDISON;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;SAN JUAN DE MIRAFLORES;SAN JUAN DE MIRAFLORES;;;
1090;SOLIDARIDAD II CAMPOY;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;;;
1092;INMACULADA CONCEPCION;4;T;LIMA;HUAURA;HUACHO;LIMA/HUAURA/HUACHO;HUACHO;HUACHO;;;
1093;SAN SALVADOR;4;T;LIMA;LIMA;LURIN;LIMA/LIMA/LURIN;LURIN - PACHACAMAC;JR. CONVENTO 345 ALAMEDA DEL DESCANSO S/N;;;
1094;SOR ANA DE LOS ANGELES MONTEAGUDO;4;T;LIMA;LIMA;JESUS MARIA;LIMA/LIMA/JESUS MARIA;PUEBLO LIBRE;AV. BRASIL 1228.;;;
1095;BACHILL. UNIV. SAN MARTIN DE PORRES;4;T;LIMA;LIMA;SANTA ANITA;LIMA/LIMA/SANTA ANITA;SANTA ANITA;AV. LAS CALANDRIAS S/N;;;
1096;MARIA MONTESSORI;4;T;PIURA;PIURA;PIURA;PIURA/PIURA/PIURA;PIURA;LOS TALLANES NO. 20 EL CHIPE;;;
1097;BACHILL. UNIV. PERUANA CAYETANO HEREDIA;3;S;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;AV. ARMENDARIS 497;;;
1098;BACH. UNIV. RICARDO PALMA;3;S;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;AV. ARMENDARIZ 349;;;
1099;TURICARA;4;T;PIURA;PIURA;PIURA;PIURA/PIURA/PIURA;PIURA;AV. LAS CAMELIAS S/N URB.STA.MARIA DEL PINAR;x;;
1100;CORPORACION EDUCATIVA NIVEL A SAC;3;S;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;LA MOLINA;JIRÓN MONTEMAR 172 CHACARILLA;;;
1101;ALBORADA;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;JUAN DE LA FUENTE 136 SAN ANTONIO;;;
1102;SAN JOSE LA SALLE;4;T;CUSCO;CUSCO;WANCHAQ;CUSCO/CUSCO/WANCHAQ;CUZCO;AV. TULLUMAYO 135;x;;
1103;ALTAIR;2;Q;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;AV. ARBOLEDA # 385 URB. SIRIUS;x;x;x
1105;EUROAMERICANO;2;R;LIMA;LIMA;LURIN;LIMA/LIMA/LURIN;PACHACAMAC;PACHACAMAC;x;x;x
1106;SAN MIGUEL;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LURIGANCHO;LURIGANCHO;;;
1107;SAN PEDRO;2;Q;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;CALLE HURON 405 RINCONADA DEL LAGO;x;x;
1108;SCHOOL OF TOMORROW;2;S;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;AV. LA MOLINA 1255 URB. SOL DE LA MOLINA;;;
1109;TRENER DE MONTERRICO S.A.;2;R;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;CALLE LAS LIMAS Nº 130 URB. VALLE HERMOSO;x;x;
1110;PAMER;4;T;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;SAN MIGUEL;AV. LA MARINA 333 URB. MARANGA;;;
1111;SANTA ROSA DE LAS AMERICAS;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;GERMAN STIGLICH 2052 URB. ANTARES;;;
1112;ENRIQUE CAMINO BRENT;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;AV. PROCERES DE LA INDEPENCIA 1571;x;;
1113;SAN JUAN;4;T;CALLAO;CALLAO;VENTANILLA;CALLAO/CALLAO/VENTANILLA;VENTANILLA;AV. TRUJILLO MZ I LT 5 Y AV. HUAURA MZ A LT20;;;
1114;SOL DE LA MOLINA;4;T;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;LA RIVIERA MZ 3 LT 10 URB SOL DE LA MOLINA;;;
1115;NUESTRA SEÑORA DE LA RECONCILIACION;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;AV. MANUEL OLGUIN S/N CDRA 6 URB.LOS GRANADOS;x;x;
1116;SANTA PEREGRINA;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;CALLE LA REFORMA 145;;;
1117;CORAZON DE MARIA;4;T;TACNA;TACNA;TACNA;TACNA/TACNA/TACNA;TACNA;TACNA;;;
1118;MAESTRO REDENTOR;4;T;JUNIN;HUANCAYO;EL TAMBO;JUNIN/HUANCAYO/EL TAMBO;JUNIN - HUNACAYO;CALLE REAL 374-380;;;
1119;CIBERNET;4;T;AYACUCHO;HUAMANGA;AYACUCHO;AYACUCHO/HUAMANGA/AYACUCHO;AYACUCHO;JR. DOS DE MAYO 210;;;
1120;SAN SILVESTRE;4;T;CAJAMARCA;CAJAMARCA;CAJAMARCA;CAJAMARCA/CAJAMARCA/CAJAMARCA;CAJAMARCA;DIEGO PALOMINO 1524;;;
1121;SANTISIMA MARIA DE LOS CEDROS;4;T;LIMA;LIMA;CHORRILLOS;LIMA/LIMA/CHORRILLOS;CHORRILLOS;PASCUA MZ.E LT.1,2 Y 3 3RA ETAPA CEDROS VILLA;;;
1123;SAN JUAN DE DIOS;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;CALLE CATORCE 134 LA FLORIDA;;;
1124;BERTOLD BRECHT;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;JR OLMEDO 545;;;
1125;PERUANO CHINO;4;T;ICA;NAZCA;NAZCA;ICA/NAZCA/NAZCA;NAZCA;LIMA 776;;;
1126;CENTRO EDUCATIVO EXPERIMENTAL UNIV. SANTA;4;T;ANCASH;SANTA;CHIMBOTE;ANCASH/SANTA/CHIMBOTE;CHIMBOTE;;;;
1127;MI JESUS;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LURIGANCHO;MZ F LT 3 ASOC. VIRGEN CARMEN ERA ÑAÑA CHOSIC;;;
1128;CTRO EDUCATIVO PRIVADO ROBERT LETOURNEAU;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;ALFREDO MENDIOLA 3435 URB. PANAMERICANA NORTE;;;
1129;DAVY COLLEGE;4;T;CAJAMARCA;CAJAMARCA;CAJAMARCA;CAJAMARCA/CAJAMARCA/CAJAMARCA;CAJAMARCA;AV. HOYOS RUBIO 2684;x;x;x
1130;LICEO NAVAL C. DE N. LUIS GERMAN ASTETE;4;T;CALLAO;CALLAO;LA PERLA;CALLAO/CALLAO/LA PERLA;LA PERLA;GRITO DE HUAURA S/N;;;
1131;ROBERT M. SMITH - ASOCIACION CIVIL NEOANDINA;4;T;ANCASH;HUARAZ;TARICA;ANCASH/HUARAZ/TARICA;HUARAZ;URB. LA ALBORADA S/N MINERA BARRICK;;;
1132;DEUNI;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LURIGANCHO;PSJ SOLEA 199 SANTA MARIA CHOSICA;;;
1133;RUBEN DARIO;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;SANTA BEATRIZ;;;
1134;GREGOR JOHANN MENDEL;4;T;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;AV. LA MOLINA 1280 URB. SOL DE LA MOLINA;;;
1135;EL HOGAR;4;T;LIMA;LIMA;CHORRILLOS;LIMA/LIMA/CHORRILLOS;CHORRILLOS;LAS DELICIAS DE VILLA;;;
1136;KURT LEWIN;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SMDP / LOS OLIVOS;AV. NARANJAL 1075 -1081- AV. UNIV. 4927;;;
1137;REINO DE LOS CIELOS;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;TIZIANO MUÑOZ 451 URB. INGENIERIA;;;
1138;ISAAC NEWTON;4;T;CAJAMARCA;CAJAMARCA;CAJAMARCA;CAJAMARCA/CAJAMARCA/CAJAMARCA;CAJAMARCA;JR. URRELO;;;
1139;ANTARES;2;R;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;ALONSO DE MOLINA 385;;;
1140;JUAN ENRIQUE NEWMAN;4;T;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;AV. LOS CONDORES 196 LAS VIÑAS;x;;
1141;SAN FRANCISCO JAVIER;3;S;LIMA;LIMA;SAN BORJA;LIMA/LIMA/SAN BORJA;SAN BORJA;CALLE TIZIANO 199;;;
1142;SAN ISIDRO EL LABRADOR;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE;AV. JOSE CARLOS MARIATEGUI LT 32 ZONA E;;;
1143;NICOLAS BOURBAKI;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;COMAS;AV. SAN FELIPE 305 CIUDADELA SAN FELIPE;;;
1144;MONTESSORI;4;T;PIURA;PIURA;PIURA;PIURA/PIURA/PIURA;PIURA;LOS TALLANES 20 EL CHIPE;;;
1145;FEDERICO FROEBEL;4;T;AYACUCHO;HUAMANGA;AYACUCHO;AYACUCHO/HUAMANGA/AYACUCHO;AYACUCHO;LOS PINOS 100 EL ARCO OESTE;;;
1146;CARPE DIEM;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;;;;
1147;LICEO SAN JUAN;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;AV. LOS ALISOS CDRA 14 URB EL ROSARIO DEL NOR;;;
1148;JOHN LOCKE;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;AV. CARLOS IZAGUIRRE CDRA. 14 MZ A LT 5 CAJAB;;;
1149;DE JESUS;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;AV. MANGOMARCA 499;;;
1150;HERMANO NOE ZEVALLOS ORTEGA;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;JORGE CHAVEZ 1020;;;
1151;DIVINO CORAZON DE JESUS;4;T;LIMA;HUAURA;HUACHO;LIMA/HUAURA/HUACHO;HUACHO;JR. ALFONSO UGARTE 251;;;
1152;SAN IGNACIO DE LOYOLA;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;MZ L LT 1-5 URB. KAMA I;;;
1153;MONTEALTO;4;T;LIMA;LIMA;SAN ISIDRO;LIMA/LIMA/SAN ISIDRO;JESUS MARIA;LOS EUCALIPTOS 491;;;
1154;DE JESUS;4;T;AREQUIPA;CAMANA;CAMANA;AREQUIPA/CAMANA/CAMANA;CAMANA;JR. OCOÑA 220;;;
1155;SAN ANTONIO DE PADUA DE SANTA MARIA ( EX- ANTONIANAS DE MARIA);4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LIMA / LIMA / LURIGANCHO - CHOSICA;AV. LAS FLORES 160 URB SANTA MARIA CHOSICA;;;
1156;ILVEM;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;AV. BENAVIDES 1997;;;
1157;SIGMA;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;LIMA;AV. LOS FRUTALES 953 CAMACHO;;;
1158;GIORDANO BRUNO;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;BOLIVIA 576;;;
1159;MEDALLA DE MARIA;4;T;LIMA;LIMA;MIRAFLORES;LIMA/LIMA/MIRAFLORES;MIRAFLORES;AV. LA MAR 295;;;
1160;AURELIO BALDOR;4;T;LIMA;LIMA;CHORRILLOS;LIMA/LIMA/CHORRILLOS;LOS CEDROS DE VILLA;MAL ABRIGO MZ G LT 23 3 ETAPA S5 CEDROS VILLA;;;
1161;LOS ALAMOS;4;S;LIMA;LIMA;JESUS MARIA;LIMA/LIMA/JESUS MARIA;JESUS MARIA;ESTADOS UNIDOS 731;x;x;x
1162;VIRGEN DE GUADALUPE;4;T;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;SAN MIGUEL;SAYCUSCA 261 URB. MARANGA;;;
1163;MANUEL COVEÑAS;4;T;JUNIN;HUANCAYO;HUANCAYO;JUNIN/HUANCAYO/HUANCAYO;HUANCAYO;JR. JUNIN 1203;;;
1164;SANTO DOMINGO;4;T;LIMA;LIMA;CHORRILLOS;LIMA/LIMA/CHORRILLOS;CHORRILLOS;CALLE 15, MZ. E7 LT 1, 2, 9 Y 10 VILLAMAR;x;;
1165;SAN FRANCISCO DE ASIS;4;T;LIMA;HUARAL;HUARAL;LIMA/HUARAL/HUARAL;HUARAL;AV. GONZALES PRADA 121;;;
1166;SAN ISIDRO;4;T;LIMA;HUARAL;HUARAL;LIMA/HUARAL/HUARAL;HUARAL;;;;
1167;MARIA DE LAS MERCEDES DE SALAMANCA;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;SALAMANCA;LAS TUNAS 456 SALAMANCA;;;
1168;VICENTE HORDAZA GOMEZ;4;T;LIMA;HUARAL;CHANCAY;LIMA/HUARAL/CHANCAY;CHANCAY;MZ I URB CHANCAY;;;
1169;CEM- CENTRO DE ESTUDIOS MATEMATICOS;4;T;LIMA;LIMA;JESUS MARIA;LIMA/LIMA/JESUS MARIA;JESUS MARIA;SANCHEZ CERRO 2134;;;
1170;MARIA REYNA;4;T;LIMA;HUARAL;HUARAL;LIMA/HUARAL/HUARAL;HUARAL;ALAMEDA DE LOS HEROES 420;;;
1171;INMACULADO HIGH SCHOOL;4;T;LIMA;LIMA;BARRANCO;LIMA/LIMA/BARRANCO;BARRANCO;MARIATEGUI 120;;;
1172;JOSE FIANSON;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;CHOSICA;SALAVERRY 105 Y MALECÓN 28 DE JULIO 299 CHOSI;;;
1174;NUESTRA SEÑORA DEL ROSARIO;4;T;LIMA;LIMA;SANTA ANITA;LIMA/LIMA/SANTA ANITA;SANTA ANITA;ALCANFORES 1426 URB. LOS ROBLES;;;
1175;SANTA ROSA DE LIMA;4;T;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;JUNIN/HUANCAYO/SAN JERONIMO DE TUNAN;HUANCAYO SAN GERONIMO;CARRETERA CENTRAL KM. 18;;;
1176;TRENTO (TRILCE VENTANILLA);4;T;CALLAO;CALLAO;VENTANILLA;CALLAO/CALLAO/VENTANILLA;VENTANILLA;;;;
1177;EL BUEN MAESTRO;4;T;LIMA;LIMA;SURQUILLO;LIMA/LIMA/SURQUILLO;SURQUILLO;AV. ARAMBURU 962 URB. JARDIN;;;
1178;DOMINGO SAVIO;4;T;PUNO;PUNO;PUNO;PUNO/PUNO/PUNO;PUNO;JR. ICA 236;;;
1179;VIRGEN DEL ROSARIO;4;T;ICA;ICA;ICA;ICA/ICA/ICA;ICA;LA VICTORIA D-22 URB. SOL DE ICA;;;
1180;MARISCAL RAMON CASTILLA;4;T;MOQUEGUA;ILO;ILO;MOQUEGUA/ILO/ILO;TOQUEPALA;;;;
1181;ALEXANDER VON HUMBOLDT;4;T;LA LIBERTAD;CHEPEN;CHEPEN;LA LIBERTAD/CHEPEN/CHEPEN;LA LIBERTAD - CHEPEN;LOS TRES MANGOS S/N CHEPEN;;;
1182;UNION;4;T;JUNIN;HUANCAYO;HUANCAYO;JUNIN/HUANCAYO/HUANCAYO;HUANCAYO;JR. SANTA ISABEL 1208;;;
1183;INTERNACIONAL ELIM;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;URB. PANDO - LIMA;AV. FRANCISCANA ROMANA 845 URB. PANDO;;;
1184;INDIVISA MANENT;4;T;APURIMAC;ABANCAY;ABANCAY;APURIMAC/ABANCAY/ABANCAY;ABANCAY;AV. DANIEL ALCIDES CARRION S/N;;;
1185;AMERICA;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LA VICTORIA;JR. HUASCARAN 507;;;
1186;NUESTRA SEÑORA DE FATIMA;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;JR. PAMPAS 1401 URB. PARQUE NARANJAL 2DA ETAP;;;
1187;SAN SILVESTRE;4;T;PIURA;PIURA;PIURA;PIURA/PIURA/PIURA;PIURA;JR. CUZCO 317;;;
1188;SAN JUAN BOSCO;4;T;JUNIN;HUANCAYO;HUANCAYO;JUNIN/HUANCAYO/HUANCAYO;HUANCAYO;CUZCO 779;;;
1189;SEGUNDO CABRERA MUÑOZ;4;T;CAJAMARCA;CAJAMARCA;CAJAMARCA;CAJAMARCA/CAJAMARCA/CAJAMARCA;CAJAMARCA;JR. PROCERES 309;;;
1190;CRISTOBAL DE LOZADA Y PUGA;4;T;HUANUCO;HUANUCO;HUANUCO;HUANUCO/HUANUCO/HUANUCO;HUANUCO;;;;
1191;GALILEO GALILEI;4;T;AYACUCHO;HUAMANGA;AYACUCHO;AYACUCHO/HUAMANGA/AYACUCHO;AYACUCHO;JR. 9 DE DICIEMBRE 427;;;
1192;ANNIE SOPER;4;T;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;SAN MARTIN/MOYOBAMBA/MOYOBAMBA;MOYOBAMBA;ALAMEDA ANNIE SOPER 1RA CDRA SECT HUASTILLA;;;
1193;DIVINO MAESTRO;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;(ESPALDA DE LA COMISARIA DE PRO);;;
1194;NUEVA GENERACION;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;SALAMANCA;LOS GIRASOLES 140 SALAMANCA;;;
1195;VIRGEN DE GUADALUPE;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;MZ. E LT 8 Y 9 URB ALBINO HERRERA;;;
1196;JOSE MARIA ESCRIVA DE BALAGUER Y ALBAS;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;CALLE MARTE 175 URB. RES. AEROPUERTO;;;
1197;SANTISIMA TRINIDAD;4;T;CALLAO;CALLAO;BELLAVISTA;CALLAO/CALLAO/BELLAVISTA;BELLAVISTA;MZ E LT 13 URB. LA SAGRADA FAMILIA;;;
1198;JESUS DE NAZARETH;4;T;CALLAO;CALLAO;BELLAVISTA;CALLAO/CALLAO/BELLAVISTA;BELLAVISTA;JR. SEBASTIAN BARRNACA 348-354 URB. SAN JOSE;;;
1199;IPEC (INSTITUTO DE EDUCACION SUPERIOR PEDAGOGICO);4;T;CALLAO;CALLAO;VENTANILLA;CALLAO/CALLAO/VENTANILLA;VENTANILLA;CALLE VEINTE 6512 CIUDAD SATELITE;;;
1200;SAN IGNACIO DE LOYOLA;4;T;LIMA;HUAURA;HUACHO;LIMA/HUAURA/HUACHO;HUACHO;AV. ECHENIQUE 437;;;
1201;PITAGORAS;4;T;LIMA;LIMA;SAN BORJA;LIMA/LIMA/SAN BORJA;LIMA-S.BORJA-P.LIBRE-S.MIGUEL-LA PERLA;AV. SAN LUIS 1911 2DO PISO;;;
1202;SANTO TOMAS DE AQUINO;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;AV. BENAVIDES 4049;;;
1203;AMERICA;4;T;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;SAN MIGUEL;AV. LIMA 367.;;;
1205;MARIA DE MAEZTU;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;STA. LUZMILA COMAS;JR. BAQUIJANO Y CARRILLO 119-129 STA. LUZMILA;;;
1206;PITAGORAS;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;GERARDO UNGER 193;;;
1207;LUIS ALBERTO SANCHEZ;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;STA. LUZMILA COMAS;AV. GUILLERMO DE LA PUENTE 194 STA. LUZMILA;;;
1208;MIGUEL DE CERVANTES;4;T;LIMA;LIMA;PUENTE PIEDRA;LIMA/LIMA/PUENTE PIEDRA;PUENTE PIEDRA;LOS CLAVELES S/N ZONA TACNA;;;
1209;SAN JOSE;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;SAN VIRGILIO 947;;;
1210;FLORENCE NIGHTINGALE;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;GUSTAVO PONS MUSSO MZ A LT 2 URB JORGE CHAVEZ;;;
1211;JOHN DALTON;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;MAYORAZGO ATE;MALAGA 330 3RA ETAPA MAYORAZGO;;;
1212;SAGRADO CORAZON DE LA MOLINA;4;T;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;EL CARRIZAL 157 STA. FELICIA;x;;
1213;MANUEL SCORZA TORRES;4;T;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;LIMA/LIMA/VILLA MARIA DEL TRIUNFO;VILLA MARIA DEL TRIUNFO;JR. TACNA 124 NUEVA ESPERANZA;;;
1214;VIRGEN DEL CARMEN;4;T;LIMA;LIMA;CIENEGUILLA;LIMA/LIMA/CIENEGUILLA;CIENEGUILLA;AV. SAN MARTIN ZONA D MZ F LT 21 TAMBO VIEJO;;;
1215;MASTER SCHOOL;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;AV. AREQUIPA 331;;;
1216;RAUL PORRAS BARRENECHEA;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;AV. LOS PROCERES 698;;;
1217;CAP. FAP. JOSE QUIÑONES ( EX RICARDO PALMA C.);4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;LIMA / LIMA / SAN MARTIN DE PORRES;CALLE SIMON MARIUS MZ L LOTE 34;;;
1218;NUEVO MUNDO;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;HIGUERETA SURCO;CALLE VILLA CARRILLO 320 HIGUERETA;;;
1219;REYNA MARIA INMACULADA - RIMAC;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES / RIMAC;STA. LEONOR 6446 URB. STA. LUISA;;;
1220;SAN IGNACIO DE LIMA;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;AV. BOLIVIA 164;;;
1221;CRISTO REDENTOR;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SANTIAGO DE SURCO;PQ. BAQUIJANO Y CARRILLO 185 URB. PRECURSORES;;;
1222;ROSA ALARCO LARRABURE;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;JR. LIBERTAD 3582-3586 URB. PERU;;;
1223;BETHEL;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;AV. CARLOS ALAYZA Y ROEL 2343;;;
