CODIGO;NOMBRE;CAT. 2018-2;CAT. 2019-1;DEPARTAMENTO;PROVINCIA;DISTRITO;NUEVA REFERENCIA;REFERENCIA;DIRECIÓN;TS;MS;BI
1752;PEAD UNIDOS;3;S;LIMA;LIMA;SAN ISIDRO;LIMA/LIMA/SAN ISIDRO;SAN ISIDRO;AV. RICARDO RIVERA NAVARRETE 762;;;
1753;HOGAR DE JESUS;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;LIMA / LIMA / ATE;MARISCAL CACERES 299 URB. VALDIVIEZO;;;
1754;TRILCE CHICLAYO;4;T;LAMBAYEQUE;CHICLAYO;CHICLAYO;LAMBAYEQUE/CHICLAYO/CHICLAYO;CHICLAYO;AV. GRAU 1000 URB. SANTA VICTORIA;;;
1755;APOSTOL SAN PEDRO;4;T;LIMA;CAÑETE;MALA;LIMA/CAÑETE/MALA;MALA-CAÑETE;PASAJE JOAQUIN RETES CAYCHO S/N;;;
1756;VICTOR VALENZUELA GUARDIA;4;T;ANCASH;HUARAZ;INDEPENDENCIA;ANCASH/HUARAZ/INDEPENDENCIA;ANCASH;CIUDAD UNIVERSITARIA S/N SHANCAYAN;;;
1757;SAN PABLO APOSTOL;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;CALLE 38 MZ EE 4 LT 15-16-17 URB. PRO.;;;
1758;SAN JUAN BOSCO;4;T;JUNIN;CHANCHAMAYO;SAN RAMON;JUNIN/CHANCHAMAYO/SAN RAMON;JUNIN;JIRON PARDO 240;;;
1759;REY DE REYES;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;JR.JOSE SANTOS ATAHUALPA 591;;;
1760;NUESTRA SEÑORA DEL PERPETUO SOCORRO;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;FRANCISCO PIZARRO 300;;;
1761;EMANUEL DIOS CON NOSOTROS;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;REAL AUDIENCIA 551 URB EL MANZANO;;;
1762;JR. TEODORO SALAZAR 200;4;T;CAJAMARCA;CUTERVO;CUTERVO;CAJAMARCA/CUTERVO/CUTERVO;CAJAMARCA;JR. TEODORO SALAZAR 200;;;
1763;FRATERNIDAD UNIVERSAL;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE;JR. SALAVERRY 135 LA ESPERANZA - SAN GREGORIO;;;
1764;MARIA RAFOLS;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE;AV. MARISCAL CACERES 434 - VALDIVIEZO;;;
1765;ELLEN PARKURST;4;T;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;JR. PUERTO PIZARRO MZ F-2 LTE1 PORTADA DEL SO;;;
1766;HARVARD;4;T;JUNIN;HUANCAYO;HUANCAYO;JUNIN/HUANCAYO/HUANCAYO;HUANCAYO;AV. JULIO SUMAR 441 EL TAMBO;;;
1767;ALFA;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;COMAS;AV. UNIVERSITARIA 6405 SANTA LUZMILA;;;
1768;DE JESUS;4;T;CALLAO;CALLAO;VENTANILLA;CALLAO/CALLAO/VENTANILLA;VENTANILLA;AV. MERCURIO 605 URB ALMIRANTE GRAU;;;
1769;DIDASCALIO SAN JOSE OBRERO;4;T;CUSCO;CUSCO;SANTIAGO;CUSCO/CUSCO/SANTIAGO;CUSCO;PROLONGACIÓN AV. GRAU N° 30 - HUANCARO;;;
1770;JOHN NASH HIGH SCHOOL;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;COMAS;AV. TRAPICHE MZ. C LOTE 39 D;;;
1771;SANTO DOMINGO SAVIO;4;T;LIMA;LIMA;SANTA ANITA;LIMA/LIMA/SANTA ANITA;SANTA ANITA;LOS JILGUEROS 123 URB. SANTA ANITA;;;
1772;PITAGORAS;4;T;JUNIN;HUANCAYO;EL TAMBO;JUNIN/HUANCAYO/EL TAMBO;JUNIN;JR. MANUEL FUENTES N° 320;;;
1773;MARIA MILAGROSA;4;T;LIMA;LIMA;CARABAYLLO;LIMA/LIMA/CARABAYLLO;CARABAYLLO;JR. LOS TULIPANES N°207 URB SANTA ISABEL;;;
1774;ORION;4;T;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA/HUANCAVELICA/HUANCAVELICA;HUANCAVELICA;JR. HUAYNA CAPAC N°160 - SAN CRISTOBAL;;;
1775;ALEXANDER GRAHAM BELL;4;T;CAJAMARCA;CUTERVO;CUTERVO;CAJAMARCA/CUTERVO/CUTERVO;CAJAMARCA;TEODORO SALAZAR 236;;;
1776;WILLIAM HARVEY;4;T;LA LIBERTAD;TRUJILLO;TRUJILLO;LA LIBERTAD/TRUJILLO/TRUJILLO;TRUJILLO;MZ.L5 LT9 - URB LOS ROSALES DE SAN ANDRES;;;
1777;JOSE ANTONIO ENCINAS FRANCO;4;T;LIMA;LIMA;MAGDALENA DEL MAR;LIMA/LIMA/MAGDALENA DEL MAR;MAGDALENA;JR. TACNA 465;;;
1779;SANTA GABRIELA BONINO;4;T;CUSCO;CUSCO;SANTIAGO;CUSCO/CUSCO/SANTIAGO;CUSCO;RAMON CASTILLA F - 10 - 11 BANCOPATA;;;
1780;SANTA TERESA;4;T;LAMBAYEQUE;CHICLAYO;MONSEFU;LAMBAYEQUE/CHICLAYO/MONSEFU;CHICLAYO;CALLE 28 DE JULIO N°139;;;
1781;ALBERT EINSTEIN;4;T;CAJAMARCA;CELENDIN;CELENDIN;CAJAMARCA/CELENDIN/CELENDIN;CAJAMARCA;JR. AYACUCHO 238;;;
1782;MARCELINO CHAMPGNAT;4;T;LIMA;HUAURA;HUACHO;LIMA/HUAURA/HUACHO;HUACHO;AV. ECHENIQUE 581;;;
1783;INTEGRAL CLASS;4;T;LA LIBERTAD;TRUJILLO;TRUJILLO;LA LIBERTAD/TRUJILLO/TRUJILLO;TRUJILLO;JR. MARCELO CORNE 343 - URB. SAN ANDRES;;;
1784;MARIA DEL ROSARIO;4;T;JUNIN;HUANCAYO;HUANCAYO;JUNIN/HUANCAYO/HUANCAYO;HUANCAYO;PROLONGACIÓN CUSCO N°248;;;
1785;LICEO ITALIANO;4;T;CUSCO;CUSCO;SANTIAGO;CUSCO/CUSCO/SANTIAGO;CUSCO;RAMÓN CASTILLA F - 10 - 11 - BANCOPATA;;;
1786;JUAN ESPINOZA MEDRANO;4;T;LIMA;LIMA;VILLA EL SALVADOR;LIMA/LIMA/VILLA EL SALVADOR;VILLA EL SALVADOR;AV. LOS ALAMOS 1248 / ARGUEDAS 1248;;;
1787;NAZARENO;4;T;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;LIMA/LIMA/VILLA MARIA DEL TRIUNFO;VILLA MARIA DEL TRIUNFO;AV. J. CARLOS MARIATEGUI 3119 SAN GABRIEL ALT;;;
1788;JORGE CHAVEZ;4;T;LIMA;LIMA;VILLA EL SALVADOR;LIMA/LIMA/VILLA EL SALVADOR;VILLA EL SALVADOR;IV ETAPA SECT. 2 BARRIO 1 MZ O LT 11-12-13;;;
1789;LUIS E. GALVAN;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;JR. EL CHACO N° 1539 URB PERU/RIO BLANCO 1538;;;
1790;JEAN CALVIN LEFRANC;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;CALLE 2 MZ C LOTES 8-12 URB LOS JAZMINIES;;;
1791;ALBERT EINSTEIN;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;AV. BOLIVIA 663;;;
1792;VIRGEN DE GUADALUPE;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;CALLE VIRGEN DE GUADALUPE 378;;;
1793;JORGE CHAVEZ DARTNELL;4;T;ICA;CHINCHA;CHINCHA ALTA;ICA/CHINCHA/CHINCHA ALTA;CHINCHA ALTA;CALLE MAURTUA 377;;;
1794;MAX PLANCK;4;T;AYACUCHO;HUANTA;HUANTA;AYACUCHO/HUANTA/HUANTA;HUANTA;JR. LAMPA N°211 - CINCO ESQUINAS;;;
1795;SANTA MARIA REYNA;4;T;AYACUCHO;HUANTA;HUANTA;AYACUCHO/HUANTA/HUANTA;HUANTA;AV. ANDRES AVELINO CACERES N°406;;;
1796;TRILCE AREQUIPA;4;T;AREQUIPA;AREQUIPA;AREQUIPA;AREQUIPA/AREQUIPA/AREQUIPA;AREQUIPA;URB. MAGISTERIAL 2DA ETAPA G-16 UMACOLLO;;;
1797;NIÑO JESUS;4;T;TUMBES;TUMBES;TUMBES;TUMBES/TUMBES/TUMBES;TUMBES;;;;
1798;PITAGORAS NUEVO SAN JUAN;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;AV. PROCERES 1551;;;
1799;SALAZAR BONDY;4;T;LIMA;LIMA;ANCON;LIMA/LIMA/ANCON;ANCON;MZ. 2 V LOTE 3 - URB. MIGUEL GRAU;;;
1800;SAN CARLOS;4;T;JUNIN;HUANCAYO;HUANCAYO;JUNIN/HUANCAYO/HUANCAYO;HUANCAYO;AV. SAN CARLOS N° 406;;;
1801;SAN VICENTE;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANGHO;AV. CANTO GRANDE N°2756/2274;;;
1802;CESAR VALLEJO;4;T;AYACUCHO;HUANTA;HUANTA;AYACUCHO/HUANTA/HUANTA;AYACUCHO;JR. NAVALA HUACHACA N°115;;;
1803;TRILCE LA MERCED;4;T;JUNIN;CHANCHAMAYO;CHANCHAMAYO;JUNIN/CHANCHAMAYO/CHANCHAMAYO;CHANCHAMAYO;AV. CARLOS A. PESCHEIRA 385 - LA MERCED;;;
1804;SAN IGNACIO DE CARABAYLLO;4;T;LIMA;LIMA;CARABAYLLO;LIMA/LIMA/CARABAYLLO;CARABAYLLO;JR. MOSOGLLACTA N°112 AV. UNIV. URB. TUNGASUC;;;
1805;MARISTAS SIGLO XXI;4;T;LA LIBERTAD;TRUJILLO;TRUJILLO;LA LIBERTAD/TRUJILLO/TRUJILLO;TRUJILLO;AV. SALVADOR JARA 330 URB. HUERTA GRANDE;;;
1806;ALIPIO PONCE;4;T;LAMBAYEQUE;CHICLAYO;CHICLAYO;LAMBAYEQUE/CHICLAYO/CHICLAYO;CHICLAYO;AV. SAENZ PEÑA 1190;;;
1807;COLUMBIA;4;T;LIMA;HUAURA;HUACHO;LIMA/HUAURA/HUACHO;HUACHO;PROLONGACIÓN GRAU 194;;;
1808;CRISTO AMIGO;4;T;ANCASH;SANTA;NUEVO CHIMBOTE;ANCASH/SANTA/NUEVO CHIMBOTE;NUEVO CHIMBOTE;AV. HUARMEY MZ Q LT 18 URB MIGUEL GRAU;;;
1809;PITAGORAS NIVEL A;4;T;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;APURIMAC/ANDAHUAYLAS/ANDAHUAYLAS;ANDAHUAYLAS;AV. AJERCITO 245;;;
1810;LATINOAMERICANO;4;T;AREQUIPA;AREQUIPA;PAUCARPATA;AREQUIPA/AREQUIPA/PAUCARPATA;AREQUIPA;AV. SAN MARTIN 802 URB CALIFORNIA;;;
1811;EDUARDO FRANCISCO FORGA;4;T;AREQUIPA;AREQUIPA;JACOBO HUNTER;AREQUIPA/AREQUIPA/JACOBO HUNTER;AREQUIPA;JERUSALEN 202;;;
1812;LA DIVINA MISERICORDIA;4;T;HUANUCO;HUANUCO;HUANUCO;HUANUCO/HUANUCO/HUANUCO;HUANUCO;JR. CRESPO CASTILLO 667;;;
1813;SANTA MARIA;4;T;TACNA;TACNA;TACNA;TACNA/TACNA/TACNA;TACNA;SIR JONES N° 47;;;
1814;ANDRES BELLO;4;T;PIURA;PIURA;PIURA;PIURA/PIURA/PIURA;PIURA;JR. TACNA N° 244;;;
1815;AMERICANO;4;T;PIURA;PIURA;CASTILLA;PIURA/PIURA/CASTILLA;PIURA;AV. INDEPENDENCIA H - 8 URB. MIRAFLORES;;;
1816;SAN MARTIN DE PORRAS;4;T;ICA;PISCO;INDEPENDENCIA;ICA/PISCO/INDEPENDENCIA;PISCO - ICA;AV. FEDERICO URANGA;;;
1817;SAN ANTONIO;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;JR. CARLOS GRAÑA N°101 URB. INGENIERIA;;;
1818;SANTA ANA;4;T;CALLAO;CALLAO;BELLAVISTA;CALLAO/CALLAO/BELLAVISTA;CALLAO BELLAVISTA;CALLE ANGEL ARATA N° 234 URB. SAN JOSÉ;;;
1819;SEÑOR DE GUALAMITA;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;CALLE MAGNOLIAS 194 URB. VIPOL;;;
1820;MARIA REICHE;4;T;LIMA;LIMA;SAN BORJA;LIMA/LIMA/SAN BORJA;SAN BORJA;BARTOLOME BERMEJO 148;;;
1821;RAMON CASTILLA;4;T;CAJAMARCA;CAJAMARCA;CAJAMARCA;CAJAMARCA/CAJAMARCA/CAJAMARCA;CAJAMARCA;JR. EL BATAN N° 336;;;
1822;HIGH SCHOOL ALBERT EINSTEIN;4;T;LIMA;LIMA;CHORRILLOS;LIMA/LIMA/CHORRILLOS;CHORRILLOS;PASEO DE LA REPUBLICA 1526;;;
1823;MI JESUS;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SURCO;CERRO RICO 172-174 SAN IGNACIO;;;
1824;PIERRE LAPLACE;4;T;LIMA;LIMA;PUCUSANA;LIMA/LIMA/PUCUSANA;PUCUSANA;AV. LEONCIO PRADO 613;;;
1825;BARCIA BONIFATTI;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;JR. PEREZ DE TUDELA 3055 MIRONES BAJO;;;
1826;MARIANO MELGAR;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LIMA;AV. MIGUEL BAQUERO 170-172;;;
1827;DIEZ DE OCTUBRE;4;T;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;SAN MIGUEL;PROLONGACIÓN CUSCO N° 1150 URB. PANDO;x;;
1828;CESAR VALLEJO;4;T;LIMA;LIMA;SANTA ANITA;LIMA/LIMA/SANTA ANITA;SANTA ANITA;JR. JOSE CARLOS MARIATEGUI 506 COOP. UNIVERSA;;;
1829;EL ATENEO;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;JR. LA JUSTICIA 698 URB PRO;;;
1830;NIÑO JESUS DE PRAGA;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;CALLE 55 MZ TT2 LTS 51-52 URB LA FLORESTA;;;
1831;DIEGO THOMSON;4;T;LIMA;LIMA;SANTA ANITA;LIMA/LIMA/SANTA ANITA;SANTA ANITA;AV. COLECTORA MZ LL LOTE N°08;;;
1832;LATINOAMERICANO;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;JR. LAS HEVEAS 1017 URB. SAN SILVESTRE;;;
1833;SISE;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SURCO;AV. TOMAS MARSANO N°4845;;;
1834;REINA DE LOS ANGELES;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;AV. PETIT THOUARS 469;;;
1835;TECNIGRAP;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;AV. PETIT THOUARS 1889;;;
1836;TRILCE;4;T;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;LIMA/LIMA/VILLA MARIA DEL TRIUNFO;VILLA MARIA DEL TRIUNFO;AV. PACHACUTEC 2221;;;
1837;SAN EFRAIN;4;T;ANCASH;HUARAZ;INDEPENDENCIA;ANCASH/HUARAZ/INDEPENDENCIA;HUARAZ;PSJE. ANTUNES DE MAYOLO 201;;;
1838;KAROL WOJTYLA COLLEGE;4;T;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;SAN MIGUEL;AV. UNIVERSITARIA 2045;;;
1839;SAN JUDAS TADEO;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LURIGANCHO;AV. LIMA NORTE 455-459 MOYOPAMPA CHOSICA;;;
1840;SAN AGUSTIN;4;T;TACNA;TACNA;TACNA;TACNA/TACNA/TACNA;TACNA;CALLE SCORPIO # 40;;;
1841;EVARISTE GALOIS;4;T;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA/CAÑETE/SAN VICENTE DE CAÑETE;CAÑETE;JR. O HIGGINS # 400;;;
1842;SAN IGNACIO DE LOYOLA;4;T;CUSCO;LA CONVENCION;SANTA ANA;CUSCO/LA CONVENCION/SANTA ANA;CUZCO;AV. MARTIN PIO S/N;;;
1843;LIBERTADOR SIMON BOLIVAR;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;JR. GUISSE 244;;;
1844;CRISTO JESUS;4;T;CALLAO;CALLAO;BELLAVISTA;CALLAO/CALLAO/BELLAVISTA;CALLAO-BELLAVISTA;JUAN SALCEDO 103-107;;;
1845;SAN VICENTE FERRER;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;CALLA CABANA CDRA 4 URB COVIDA;;;
1846;HONORES;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;JR. CARLOS MONGE 230;;;
1847;CORAZON DE JESUS;4;T;LIMA;LIMA;JESUS MARIA;LIMA/LIMA/JESUS MARIA;JESUS MARIA;AV HORACIO URTEAGA 636;;;
1848;INTEGRAL;4;T;ANCASH;HUARAZ;INDEPENDENCIA;ANCASH/HUARAZ/INDEPENDENCIA;HUARAZ;JR. YUNGAY 365;;;
1849;JOSE MARTI;4;T;ANCASH;HUARAZ;HUARAZ;ANCASH/HUARAZ/HUARAZ;HUARAZ;JR. MARISCAL CACERES 249;;;
1850;SANTA MARIA MAZZARELLO;4;T;AREQUIPA;AREQUIPA;AREQUIPA;AREQUIPA/AREQUIPA/AREQUIPA;AREQUIPA;AV. PARRA 361;;;
1851;TRILCE DE TRUJILLO;4;T;LA LIBERTAD;TRUJILLO;TRUJILLO;LA LIBERTAD/TRUJILLO/TRUJILLO;TRUJILLO;MANUEL VERA ENRIQUEZ 823 URB PRIMAVERA;;;
1852;EL BUEN PASTOR / CRISTIANO EL BUEN PASTOR;4;T;LIMA;LIMA;SAN LUIS;LIMA/LIMA/SAN LUIS;SAN LUIS;JR. ALAVA 209 UR. JAVIER PRADO;;;
1853;MIGUEL GRAU SEMINARIO;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SURCO;CALLE ROSA MARINO 474 - LOS PROCERES;;;
1854;TRILCE MARSANO;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;SAN JUAN DE MIRAFLORES;CALLE UNO ESQUINA CON MORRO SOLAR S/N;;;
1855;BHONNER;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;AV. CESAR CANEVARO 978;;;
1856;SAN JOSE Y EL REDENTOR;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LA VICTORIA;AV. ISABEL LA CATÓLICA 1250;;;
1857;SAN AGUSTIN;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;MZ J LT 15 URB EL PACÍFICO (NO OPERATIVO);;;
1858;DIVINO NIÑO DE JESUS;4;T;LIMA;LIMA;SURQUILLO;LIMA/LIMA/SURQUILLO;SURQUILLO;AV. PRINCIPAL 325;;;
1859;ALFRED NOBEL;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE;AV. MARCO PUENTE LLANOS MZ G LTE 2A;;;
1860;SEÑOR DE LUREN;4;T;LIMA;LIMA;PACHACAMAC;LIMA/LIMA/PACHACAMAC;PACHACAMAC-MAGDALENA;SAN CARLOS BAJO PARCELA F-15 / ECHENIQUE 515;;;
1861;DIVINO SEMBRADOR;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;S.J. DE LURIGANCHO;JR. LOS DIAMANTES 2606;;;
1862;SAN PEDRO;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;S.J. DE LURIGANCHO;LOS BELEÑOS 275 LOS JARDINES DE SAN JUAN;;;
1863;BARBARA D'ACHILLE;4;T;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;CALLAO/CALLAO/CARMEN DE LA LEGUA REYNOSO;CARMEN DE LA LEGUA;AV. LOPEZ PAZOS 380;;;
1864;SEBASTIAN SALAZAR BONDY;4;T;LIMA;LIMA;INDEPENDENCIA;LIMA/LIMA/INDEPENDENCIA;INDEPENDENCIA;JR.LAS TORONJAS 252 URB. EL NARANJAL;;;
1865;SAN CARLOS DE BAMBAMARCA;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;S.M. DE PORRES;MZ. N LT.18 COOP. VIVIENDA HUAYTAPALLANA;;;
1866;NUESTRA VIRGEN DEL ROSARIO;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE;URB LOS PORTALES J PRADO 3° ET CL ESTOCOLMO;;;
1867;SAN MARCO;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;JR. CARLOS AUGUSTO SALAVERRY 3622;;;
1868;INMACULADO CORAZON DE MARIA;4;T;CALLAO;CALLAO;BELLAVISTA;CALLAO/CALLAO/BELLAVISTA;BELLAVISTA;AV. VENEZUELA 1831 URBZ. RES. BELLAVISTA;;;
1869;MARIA REYNA;4;T;JUNIN;HUANCAYO;HUANCAYO;JUNIN/HUANCAYO/HUANCAYO;HUANCAYO;JIRON CUSCO 259;;;
1870;THALES;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE;AV. J. C. MARIÁTEGUI UVC 5 LT.17 ZONA HUAYCAN;;;
1871;CESAR CANEVARO;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;SAN JUAN MIRAFLORES;AV. CESAR CANEVARO 148;;;
1872;SANTA MARIA APOSTOL;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE VITARTE HUAYCAN;MZ E LT 10 URB. EL DESCANSO;;;
1873;ENRIQUE OPPENHEIMER;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;SAN JUAN MIRAFLORES;AV. TOMAS GUZMAN CUADRA 2 S/N;;;
1874;SAGRADO CORAZON;4;T;AREQUIPA;AREQUIPA;CAYMA;AREQUIPA/AREQUIPA/CAYMA;CAYMA AREQUIPA;AV. EJERCITO 1009;;;
1875;EL GRAN MAESTRO;4;T;ANCASH;SANTA;NUEVO CHIMBOTE;ANCASH/SANTA/NUEVO CHIMBOTE;NUEVO CHIMBOTE;AV. ANCHOVETA 31 LOS ALAMOS;;;
1876;NUESTRA SEÑORA DE GUADALUPE;4;T;AYACUCHO;HUAMANGA;AYACUCHO;AYACUCHO/HUAMANGA/AYACUCHO;AYACUCHO;JIRON SOL 477;;;
1877;APEIRON;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE;AV. LOS INGENIEROS 417;;;
1878;SANTA MARIA DE MATELLINI;4;T;LIMA;LIMA;CHORRILLOS;LIMA/LIMA/CHORRILLOS;CHORRILLOS;JR. LOS TROVADORES MZ. 1-2 LTES 34 Y 35;;;
1879;CEPEBAN;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SURCO;CALLE DOÑA CATALINA 498 URB. LOS ROSALES;;;
1880;INCA GARCILAZO DE LA VEGA;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;MZ D1 LT 6 4TA ETAPA URB PROLIMA;;;
1881;NUESTRA SEÑORA DE LA PAZ;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;CA. MANUEL CLAVERO N° 2441 URB. ANTARES;;;
1882;ANDRES BELLO;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;AV. ALFONSO UGARTE N° 1006;;;
1883;SAN MARTIN DE PORRES TEACH'N LEARN;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;JR. JOSE MIGUEL RIOS N° 1655;;;
1884;CLAUDIO GALENO;4;T;PUNO;PUNO;PUNO;PUNO/PUNO/PUNO;PUNO;JR. AYACUCHO 690;;;
1885;REYNA DE LA PAZ;4;T;ICA;PISCO;PISCO;ICA/PISCO/PISCO;PISCO;CONDE DE LA CONCLOVA 650;;;
1886;CIENTIFICA;4;T;JUNIN;HUANCAYO;HUANCAYO;JUNIN/HUANCAYO/HUANCAYO;HUANCAYO;JR. TARAPACA 248;;;
1887;ADEU;4;T;CAJAMARCA;JAEN;JAEN;CAJAMARCA/JAEN/JAEN;CAJAMARCA;CALLE CAJAMARCA 620;;;
1888;SAN FRANCISCO DE ASIS;4;T;LIMA;CAÑETE;MALA;LIMA/CAÑETE/MALA;CAÑETE - MALA;ESQ. TUPAC AMARU CON PROL. SWAYNE;;;
1889;SAGRADO CORAZON DE JESUS;4;T;LA LIBERTAD;ASCOPE;CASA GRANDE;LA LIBERTAD/ASCOPE/CASA GRANDE;LA LIBERTAD;LOS ROSALES N° 109;;;
1890;C. VALLEJO;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;CALLE SAN HECTOR N° 163 URB. SANTA LUISA;;;
1891;JUAN ENRIQUE PESTALOZZI;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;AV. ANTUNEZ DE MAYOLO N° 1084 URB. MERCURIO C;;;
1892;JESUS EL GRAN MAESTRO;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;COMAS;JR. TORIBIO RODRIGUEZ DE MENDOZA N° 200;;;
1893;FRANCISCO DE PAULA GONZALEZ VIGIL;4;T;ICA;ICA;ICA;ICA/ICA/ICA;ICA;AV. SAN MARTIN N° 1460;;;
1894;NIÑO DE BELEN;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;S.J. LURIGANCHO;CALLE LAS CHULPAS N° 200 URB. ZARATE;;;
1895;PITAGORAS DE SAMOS;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE;PROL. JAVIER PRADO V ETAPA N° 9160;;;
